filename,source_line,label,n_symbols,latin_source
pilot_proklamasi/proklamasi_026.png,26,ᮎ ᮛᮤ ᮒ <sp> ᮓᮤ <sp> ᮜᮥ ᮠᮥᮁ <sp> ᮍ ᮏ ᮊ᮪ <sp> ᮅ ᮛᮀ <sp> ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮍ ᮛᮦ ᮔᮥᮀ ᮊᮩ ᮔ᮪ <sp> ᮕᮨ ᮛ ᮔ᮪ <sp> ᮞ᮪ ᮒᮢ ᮒᮨ ᮌᮤ ᮞ᮪ <sp> ᮒᮨ ᮙ᮪ ᮕ ᮒ᮪ <sp> ᮏᮩᮀ <sp> ᮛᮧ ᮠ ᮍ ᮔ᮪ <sp> ᮒᮤ ᮔᮀ ᮒᮥ <sp> ᮓᮤ ᮔ <sp> ᮕᮨᮁ ᮏᮥ ᮃ ᮍ ᮔ᮪ <sp> ᮊ ᮙᮨᮁ ᮓᮤ ᮊ ᮃ ᮔ᮪ <sp> ᮄ ᮔ᮪ ᮓᮧ ᮔᮦ ᮞᮤ ᮃ,74,Carita di luhur ngajak urang pikeun ngarénungkeun peran strategis tempat jeung rohangan tinangtu dina perjuangan kamerdikaan Indonésia.
pilot_proklamasi/proklamasi_027.png,27,ᮒᮤ ᮔ <sp> ᮞ ᮌ ᮜ <sp> ᮒᮨ ᮙ᮪ ᮕ ᮒ᮪ <sp> ᮃ ᮔᮥ <sp> ᮙᮥᮀ ᮊᮤ ᮔ᮪ <sp> ᮆ ᮒ <sp> ᮄ ᮙᮂ <sp> ᮒᮦᮂ <sp> ᮙᮀ ᮛᮥ ᮕ <sp> ᮜᮧ ᮊ ᮞᮤ <sp> ᮞ᮪ ᮒᮢ ᮒᮨ ᮌᮤ ᮞ᮪ <sp> ᮃ ᮔᮥ <sp> ᮓᮤ ᮕᮤ ᮜᮤᮂ <sp> ᮊᮥ <sp> ᮕ ᮛ <sp> ᮕᮨ ᮏᮥ ᮃᮀ <sp> ᮊ ᮙᮨᮁ ᮓᮤ ᮊ ᮃ ᮔ᮪ <sp> ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮑᮤ ᮃ ᮕ᮪ ᮊᮩ ᮔ᮪ <sp> ᮊ ᮙᮨᮁ ᮓᮤ ᮊ ᮃ ᮔ᮪ <sp> ᮄ ᮔ᮪ ᮓᮧ ᮔᮦ ᮞᮤ ᮃ,87,"Tina sagala tempat anu mungkin, éta imah téh mangrupa lokasi strategis anu dipilih ku para pejuang kamerdikaan pikeun nyiapkeun kamerdikaan Indonésia."
pilot_proklamasi/proklamasi_028.png,28,ᮕ ᮛ <sp> ᮕᮨ ᮏᮥ ᮃᮀ <sp> ᮠᮨ ᮔ᮪ ᮒᮩ <sp> ᮙᮤ ᮜᮤᮂ <sp> ᮜᮧ ᮊ ᮞᮤ <sp> ᮞᮦ ᮏᮦ ᮔ᮪ <sp> ᮞ ᮕᮨᮁ ᮒᮤ <sp> ᮜ ᮕᮀ <sp> ᮒᮨᮁ ᮘᮥ ᮊ <sp> ᮅ ᮔᮤ ᮗᮨᮁ ᮞᮤ ᮒ ᮞ᮪ <sp> ᮃ ᮒ ᮝ <sp> ᮞ᮪ ᮒ ᮞᮤ ᮅ ᮔ᮪ <sp> ᮛ ᮓᮤ ᮇ <sp> ᮞ ᮘ ᮘ᮪ <sp> ᮄ ᮙᮂ <sp> ᮒᮦᮂ <sp> ᮙᮀ ᮛᮥ ᮕ <sp> ᮒᮨ ᮙ᮪ ᮕ ᮒ᮪ <sp> ᮕᮢᮤ ᮘ ᮓᮤ <sp> ᮃ ᮔᮥ <sp> ᮏ ᮅᮂ <sp> ᮒᮤ ᮔ <sp> ᮊ ᮛ ᮙᮨ ᮃ ᮔ᮪ <sp> ᮞᮁ ᮒ <sp> ᮊ ᮞᮤ ᮘᮥ ᮊ ᮔ᮪ <sp> ᮊ ᮠᮤ ᮛᮥ ᮕ ᮔ᮪ <sp> ᮞ ᮕᮧ ᮕᮧ ᮆ <sp> ᮓᮤ <sp> ᮊᮧ ᮒ,115,"Para pejuang henteu milih lokasi séjén—saperti lapang terbuka, universitas, atawa stasiun radio—sabab imah téh mangrupa tempat pribadi anu jauh tina karamean sarta kasibukan kahirupan sapopoé di kota."
pilot_proklamasi/proklamasi_029.png,29,ᮠ ᮜ᮪ <sp> ᮄ ᮉ <sp> ᮍ ᮙᮥᮀ ᮊᮤ ᮔ᮪ ᮊᮩ ᮔ᮪ <sp> ᮕ ᮛ <sp> ᮕᮨ ᮏᮥ ᮃᮀ <sp> ᮊ ᮙᮨᮁ ᮓᮦ ᮊ ᮃ ᮔ᮪ <sp> ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮍᮥ ᮙ᮪ ᮕᮥ ᮜ᮪ <sp> ᮞᮁ ᮒ <sp> ᮑᮤ ᮃ ᮕ᮪ ᮊᮩ ᮔ᮪ <sp> ᮊ ᮙᮨᮁ ᮓᮦ ᮊ ᮃ ᮔ᮪ <sp> ᮒ ᮔ᮪ ᮕ <sp> ᮊᮥ ᮓᮥ <sp> ᮠ ᮛᮤ ᮝᮀ <sp> ᮒᮩ ᮄᮀ <sp> ᮘ ᮊ ᮜ᮪ <sp> ᮔᮤ ᮙ᮪ ᮘᮥ ᮜ᮪ ᮊᮩ ᮔ᮪ <sp> ᮊ ᮎᮥ ᮛᮤ ᮌ ᮃ ᮔ᮪ <sp> ᮕᮤ ᮠ ᮊ᮪ <sp> ᮏᮨ ᮕᮀ,90,Hal ieu ngamungkinkeun para pejuang kamerdékaan pikeun ngumpul sarta nyiapkeun kamerdékaan tanpa kudu hariwang teuing bakal nimbulkeun kacurigaan pihak Jepang.
pilot_proklamasi/proklamasi_030.png,30,ᮙᮥ ᮌᮤ ᮃ <sp> ᮝ ᮝ ᮞ ᮔ᮪ <sp> ᮅ ᮛᮀ <sp> ᮒᮨ ᮛᮥ ᮞ᮪ <sp> ᮍ ᮜᮨ ᮌ ᮃ ᮔ᮪,21,Mugia wawasan urang terus ngalegaan.
pilot_proklamasi/proklamasi_031.png,31,ᮚᮦ ᮔ᮪ <sp> ᮛᮧ ᮠ ᮍ ᮔ᮪ <sp> ᮏᮩᮀ <sp> ᮒᮨ ᮙ᮪ ᮕ ᮒ᮪ <sp> ᮒᮨ ᮙ᮪ ᮕ ᮒ᮪ <sp> ᮓᮤ <sp> ᮏᮨ ᮛᮧ <sp> ᮊᮧ ᮒ <sp> ᮙᮤ ᮘ ᮔ᮪ ᮓ <sp> ᮕᮨ ᮛ ᮔ᮪ <sp> ᮕᮨ ᮔ᮪ ᮒᮤᮀ <sp> ᮓᮤ ᮔ <sp> ᮑᮥ ᮙ᮪ ᮘᮀ <sp> ᮊ ᮔ <sp> ᮊ ᮙᮨᮁ ᮓᮤ ᮊ ᮃ ᮔ᮪ <sp> ᮄ ᮔ᮪ ᮓᮧ ᮔᮦ ᮞᮤ ᮃ,64,yén rohangan jeung tempat-tempat di jero kota mibanda peran penting dina nyumbang kana kamerdikaan Indonésia
pilot_proklamasi/proklamasi_032.png,32,ᮍ ᮜᮀ ᮊᮥ ᮍ ᮔ᮪ <sp> ᮊ ᮏᮤ ᮃ ᮔ᮪ <sp> ᮞ ᮏ ᮛᮂ <sp> ᮆ ᮒ,17,Ngalangkungan kajian sajarah éta
pilot_proklamasi/proklamasi_033.png,33,ᮞ ᮜ ᮊᮥ <sp> ᮕᮨ ᮛᮨ ᮔ᮪ ᮎ ᮔ <sp> ᮅ ᮛᮀ <sp> ᮊᮨ ᮓᮂ <sp> ᮜᮀ ᮊᮥᮀ <sp> ᮝᮤ ᮏ ᮊ᮪ ᮞ ᮔ <sp> ᮓᮤ ᮔ <sp> ᮍ ᮛᮨ ᮔ᮪ ᮎ ᮔ ᮊᮩ ᮔ᮪ <sp> ᮊᮧ ᮒ <sp> ᮊᮧ ᮒ <sp> ᮓᮤ <sp> ᮄ ᮔ᮪ ᮓᮧ ᮔᮦ ᮞᮤ ᮃ <sp> ᮞᮥ ᮕ ᮓᮧ ᮞ᮪ <sp> ᮠᮨ ᮔ᮪ ᮒᮩ <sp> ᮊ ᮜᮩ ᮍᮤ ᮒ ᮔ᮪ <sp> ᮃ ᮏᮦ ᮔ᮪ <sp> ᮄ ᮔ ᮏᮦ ᮔ᮪ <sp> ᮞ ᮏ ᮛᮂ ᮔ,79,"Salaku perencana, urang kedah langkung wijaksana dina ngarencanakeun kota-kota di Indonésia supados henteu kaleungitan ajén-inajén sajarahna."
pilot_proklamasi/proklamasi_034.png,34,ᮞ ᮏ ᮛᮂ <sp> ᮙᮀ ᮛᮥ ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮞ ᮜᮂ <sp> ᮞ ᮠᮤ ᮏᮤ <sp> ᮃ ᮞ᮪ ᮕᮦ ᮊ᮪ <sp> ᮕᮨ ᮔ᮪ ᮒᮤᮀ <sp> ᮃ ᮔᮥ <sp> ᮊᮨ ᮓᮂ <sp> ᮓᮤ ᮕᮨᮁ ᮒᮤ ᮙ᮪ ᮘᮀ ᮊᮩ ᮔ᮪ <sp> ᮊᮥ <sp> ᮕᮨ ᮛᮨ ᮔ᮪ ᮎ ᮔ <sp> ᮔ ᮜᮤ ᮊ <sp> ᮍ ᮛ ᮔ᮪ ᮎᮀ <sp> ᮊᮧ ᮒ,59,Sajarah mangrupikeun salah sahiji aspék penting anu kedah dipertimbangkeun ku perencana nalika ngarancang kota.
pilot_proklamasi/proklamasi_035.png,35,ᮃ ᮞ᮪ ᮕᮦ ᮊ᮪ <sp> ᮞ ᮏ ᮛᮂ <sp> ᮃ ᮔᮥ <sp> ᮘᮤ ᮞ <sp> ᮓᮤ ᮒᮤ ᮒᮦ ᮔ ᮔ᮪ <sp> ᮒᮤ ᮔ <sp> ᮎ ᮛᮤ ᮒ <sp> ᮍᮩ ᮔ ᮃ ᮔ᮪ <sp> ᮕᮨᮁ ᮞᮤ ᮃ ᮕ ᮔ᮪ <sp> ᮊ ᮙᮨᮁ ᮓᮤ ᮊ ᮃ ᮔ᮪ <sp> ᮃ ᮔᮥ <sp> ᮓᮤ ᮕᮨ ᮓᮁ <sp> ᮓᮤ <sp> ᮜᮥ ᮠᮥᮁ <sp> ᮒᮦᮂ <sp> ᮓᮤ <sp> ᮃ ᮔ᮪ ᮒ ᮛ ᮔ <sp> ᮑ ᮆ ᮒ <sp> ᮜᮧ ᮊ ᮞᮤ <sp> ᮄ ᮙᮂ <sp> ᮓ᮪ ᮏᮤ ᮃ ᮝ᮪ <sp> ᮊᮤ ᮈ <sp> ᮞᮤ ᮇᮀ,89,Aspék sajarah anu bisa dititénan tina carita ngeunaan persiapan kamerdikaan anu dipedar di luhur téh di antarana nyaéta lokasi imah Djiaw Kie Siong.
pilot_proklamasi/proklamasi_036.png,36,ᮌᮩ ᮞ᮪ <sp> ᮝ ᮊ᮪ ᮒᮥ ᮔ <sp> ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮕ ᮛ <sp> ᮕᮨ ᮛᮨ ᮔ᮪ ᮎ ᮔ <sp> ᮞᮀ ᮊ ᮔ᮪ <sp> ᮘᮨᮁ ᮒᮤ ᮔ᮪ ᮓ ᮊ᮪ <sp> ᮜᮩ ᮝᮤᮂ <sp> ᮝᮤ ᮏ ᮊ᮪ ᮞ ᮔ <sp> ᮊᮥ <sp> ᮎ ᮛ <sp> ᮍ ᮛ ᮔ᮪ ᮎᮀ <sp> ᮊᮧ ᮒ <sp> ᮃ ᮔᮥ <sp> ᮍ ᮌ ᮙ᮪ ᮘᮁ ᮊᮩ ᮔ᮪ <sp> ᮞ ᮏ ᮛᮂ <sp> ᮕᮨ ᮔ᮪ ᮒᮤᮀ ᮔ,71,Geus waktuna pikeun para perencana sangkan bertindak leuwih wijaksana ku cara ngarancang kota anu ngagambarkeun sajarah pentingna.
pilot_proklamasi/proklamasi_037.png,37,ᮃ ᮔ᮪ ᮒᮥ ᮊ᮪ ᮔ <sp> ᮔ ᮇ ᮔ᮪ <sp> ᮃ ᮔᮥ <sp> ᮊᮩᮁ <sp> ᮓᮤ ᮛᮨ ᮔ᮪ ᮎ ᮔ ᮊᮩ ᮔ᮪ <sp> ᮊᮥ <sp> ᮅ ᮛᮀ <sp> ᮃ ᮚᮩ ᮔ <sp> ᮒᮦᮂ <sp> ᮘ ᮊ ᮜ᮪ <sp> ᮏ ᮓᮤ <sp> ᮞ ᮏ ᮛᮂ <sp> ᮇ ᮌᮦ <sp> ᮠᮤ ᮏᮤ <sp> ᮠ ᮜ᮪ <sp> ᮃ ᮔᮥ <sp> ᮘᮤ ᮞ <sp> ᮓᮤ ᮏ ᮓᮤ ᮊᮩ ᮔ᮪ <sp> ᮕ ᮜ ᮏ ᮛ ᮔ᮪ <sp> ᮕᮤ ᮊᮩ ᮔ᮪ <sp> ᮙᮀ ᮞ <sp> ᮔᮥ <sp> ᮘ ᮊ ᮜ᮪ <sp> ᮓ ᮒᮀ,87,"Antukna, naon anu keur direncanakeun ku urang ayeuna téh bakal jadi sajarah ogé—hiji hal anu bisa dijadikeun palajaran pikeun mangsa nu bakal datang."
